VENDOR PART#,MANUFACTURER PART #,DESCRIPTION,MSRP,CONTRACT_PRICE,QUANTITY ON HAND,MANUFACTURER_NAME,CATEGORY,SERIAL_FLAG,WEIGHT
EPS-C31CB25014,C31CB25014,"H6000IV,NO MICR/END/VLDTN,USB,ECW,NO PS",458,325.19,16,EPSON,EPP,Y,12.25
EPS-C31CB25015,C31CB25015,"H6000IV,NO MICR/END,SER/USB,EDG,NO PS",458,325.19,10,EPSON,EPP,Y,12.25
EPS-C31CB25024,C31CB25024,"H6000IV,MICR/END,SER/USB,EDG,NO PS",534.5,379.46,5,EPSON,EPP,Y,12.8
EPS-C31CB25033,C31CB25033,TM-H6000IV ECW USB SER MICR WOPSU,496,352.15,0,EPSON,EPP,Y,12.434
EPS-C31CB25034,C31CB25034,TM-H6000IV EDG USB SER MICR WOPSU,496,352.15,65,EPSON,EPP,Y,12.258
EPS-C31CB25036,C31CB25036,TM-H6000IV EDG USB PSUB MICR WOPSU,534.5,379.46,3,EPSON,EPP,Y,12.456
EPS-C31CB25173,C31CB25173,TM-H6000IV ECW USB PUSB WOPSU,496,352.15,35,EPSON,EPP,Y,12.28
EPS-C31CB25174,C31CB25174,TM-H6000IV EDG USB PUSB WOPSU,496,352.15,9,EPSON,EPP,Y,12.236
EPS-C31CB25904,C31CB25904,TM-H6000 EDG USB SER MICR WPSUEU MAIN CA,520.87,375.03,5,EPSON,EPP,Y,13.801
EPS-C31CB25905,C31CB25905,TM-H6000IV ECW USB SER W/PSU EU MAIN CAB,465.49,330.5,0,EPSON,EPP,Y,13.448
EPS-C31CB25906,C31CB25906,TM-H6000IV EDG USB SER W/PSU EU MAIN CAB,465.49,330.5,70,EPSON,EPP,Y,13.536
EPS-C31CB49300,C31CB49300,TM-L500A TICKET PRTR W/PSU,678.85,843.76,1,EPSON,EPP,Y,8.378
EPS-C31CC74421,C31CC74421,"TM-T88V-DT, TERMINAL PRTR, WHITE, EU PSU",801,743.64,1,EPSON,EPP,Y,10.075
EPS-C31CC74422,C31CC74422,"TM-T88V-DT, TERMINAL PRTR, BLACK, EU PSU",801,743.64,0,EPSON,EPP,Y,10.075
EPS-C31CC74722,C31CC74722,"TM-T88V-DT TERM PRTR, WPR7, BLACK, EUPSU",853,791.93,1,EPSON,EPP,Y,10.097
EPS-C31CC74722A0,C31CC74722A0,"TM-T88V-DT TERM PRTR, WPR7, BLACK, UKPSU",853,791.93,0,EPSON,EPP,Y,10.119
EPS-C31CC79721,C31CC79721,TM-P60II BT PEELER PRTR W/PSU NO AC CBL,410,380.68,0,EPSON,EPP,Y,3.175
EPS-C31CD38022A0,C31CD38022A0,TM-T70II EDG USB ETH BUZ W/PS EU AC CBL,198.43,142.86,23,EPSON,EPR,Y,6.151
EPS-C31CD38023A0,C31CD38023A0,TM-T70II ECW USB SER W/PSU EU AC CABLE,159.5,114.84,0,EPSON,EPR,Y,6.041
EPS-C31CD38023A1,C31CD38023A1,TM-T70II ECW USB SER W/PSU UK AC CABLE,168,119.28,11,EPSON,EPR,Y,6.195
EPS-C31CD38023B0,C31CD38023B0,TM-T70II ECW USB ETH W/PSU EU AC CABLE,195.37,140.67,0,EPSON,EPR,Y,6.085
EPS-C31CD38024A0,C31CD38024A0,TM-T70II BLACK USB ETH W/PSU EU AC CABLE,195.37,138.71,20,EPSON,EPR,Y,12.522
EPS-C31CD38024A1,C31CD38024A1,TM-T70II EDG USB ETH W/PSU UK AC CABLE,206,146.26,75,EPSON,EPR,Y,6.239
EPS-C31CD38024B0,C31CD38024B0,"TM-T70II EDG PowerUSB, NO PSU",215,152.65,8,EPSON,EPR,Y,4.85
EPS-C31CD38025A1,C31CD38025A1,TM-T70II BLACK USB SER W/PSU UK AC CABLE,168,120.96,0,EPSON,EPA,Y,6.063
EPS-C31CD38032,C31CD38032,TM-T70II EDG USB SER W/PSU EU AC CABLE,159.5,114.84,103,EPSON,EPR,Y,5.997
EPS-C31CD38032A0,C31CD38032A0,TM-T70II EDG USB SER W/PSU UK AC CABLE,168,119.28,193,EPSON,EPR,Y,6.195
EPS-C31CD51322,C31CD51322,"TM-T70II-DT TERM PRTR, WPR7, BLACK, EUPS",853,791.93,9,EPSON,EPP,Y,9.634
EPS-C31CD52002,C31CD52002,TM-T20II SE + Built-in USB w/PSU EDG EU,113.9,87.32,334,EPSON,EPS,Y,6.437
EPS-C31CD52002A0,C31CD52002A0,TM-T20II SE + Built-in USB w/PSU EDG UK,123,87.32,248,EPSON,EPS,Y,6.085
EPS-C31CD52003,C31CD52003,TM-T20II ETH + Built-in USB w/PSU EDG EU,156.83,122.13,212,EPSON,EPS,Y,5.842
EPS-C31CD52003A0,C31CD52003A0,TM-T20II ETH + Built-in USB w/PSU EDG UK,172,122.13,24,EPSON,EPS,Y,5.908
EPS-C31CD54012CD,C31CD54012CD,TM-C3500 4xCOLOR LABEL PRINTER,1106.05,1034.12,45,EPSON,TMC,Y,33.069
FRK-AK7302,AK7302,1.8M NULL MODEM RS232 DB9M-DB9M IVORY,3.83,2.95,0,4K,FRK,N,0.331
FRK-AK7312,AK7312,1.8M NULL MODEM RS232 DB9M-DB9F IVORY,2.79,2.14,0,4K,FRK,N,0.287
FRK-AK7313,AK7313,3M NULL MODEM RS232 DB9M-DB9F IVORY,4.14,3.17,0,4K,FRK,N,0.287
FRK-AK7314,AK7314,5M NULL MODEM RS232 DB9M-DB9F IVORY,5.16,3.97,0,4K,FRK,N,0.485
FRK-AK7316,AK7316,SERIAL PRNT CBL 10M IVORY DB-9M  DB-9F,9.95,7.66,0,4K,FRK,N,0.86
FRK-AK7322,AK7322,1.8M NULL MODEM RS232 DB9F-DB9F IVORY,4.3,3.31,0,4K,FRK,N,0.287
FRK-AK7323,AK7323,3M NULL MODEM RS232 DB9F-DB9F IVORY,4.57,3.51,0,4K,FRK,N,0.397
FRK-ASSDSUB,ASS-DSUB,"1.5m DB9F TO DB9M,FOR ECLASS",20.23,15.49,0,4K,FRK,N,0.22
FRK-DLKZYXES2108PWR,DLK-ZYX-ES2108PWR,ZYXEL 8-PORT 10/100 POE + 1SFP,366.33,341.8,0,4K,FRK,N,4.85
FRK-EM1014,EM1014,USB BOOSTER 5M,27,22.83,0,4K,FRK,N,0.705
FRK-EM1016,EM1016,CBL USB SERIAL DB9M  0.60M,35.34,23.65,0,4K,FRK,N,0.309
FRK-EM1085,EM1085,USB BLUETOOTH DONGLE M,15.11,12.76,0,4K,FRK,N,0.066
FRK-EM4554,EM4554,WIRELESS USB ADAPTER,21.32,14.13,0,4K,FRK,N,0.331
FRK-EM4579,EM4579,WIRELESS USB N300 MBPS ADPT,31.29,15.32,0,4K,FRK,N,0.11
FRK-FB9002,FB9002,PATCH CABLE 2M CAT6 S/FTP LSZH GREY,4.41,3.73,0,4K,FRK,N,0.176
FRK-FB9802,FB9802,SSTP C6 PIMF LSZH YL 2M,4.41,3.73,0,4K,FRK,N,0.198
FRK-I561970,I-561970,CBL 3M SERIAL 9SUB-D FEM-25SUB,27.32,18.12,0,4K,FRK,N,0.331
FRK-IB5501,IB5501,PATCH CABLE 1M CAT5E UTP RED,1.1,0.85,0,4K,FRK,N,0.331
FRK-IB5502,IB5502,PATCH CABLE 2M CAT5E UTP RED,1.71,1.32,0,4K,FRK,N,0.331
FRK-IB5503,IB5503,PATCH CABLE 3M CAT5E UTP RED,2.37,1.82,0,4K,FRK,N,0.441
FRK-IB5505,IB5505,PATCH CABLE 5M CAT5E UTP RED,3.57,2.74,0,4K,FRK,N,0.551
FRK-IB5551,IB5551,PATCHCORD CAT5E UTP RED 1.5M,1.37,1.15,0,4K,FRK,N,0.11
FRK-IB5601,IB5601,PATCH CABLE 1M CAT5E UTP BLUE,1.22,0.94,0,4K,FRK,N,0.331
FRK-IB5602,IB5602,PATCH CABLE 2M CAT5E UTP BLUE,1.71,1.32,0,4K,FRK,N,0.441
FRK-IB5603,IB5603,PATCH CABLE 3M CAT5E UTP BLUE,2.37,1.82,0,4K,FRK,N,0.441
FRK-IB5605,IB5605,PATCH CABLE 5M CAT5E UTP BLUE,3.63,2.79,0,4K,FRK,N,0.375
FRK-IB5700,IB5700,0.5M CAT5E UTP GREEN PATCH CABLE,0.79,0.5,0,4K,FRK,N,0.044
FRK-IB5701,IB5701,PATCH CABLE 1M CAT5E UTP GREEN,1.16,0.89,0,4K,FRK,N,0.86
FRK-IB5702,IB5702,PATCH CABLE 2M CAT5E UTP GREEN,1.78,1.37,0,4K,FRK,N,0.154
FRK-IB5703,IB5703,PATCH CABLE 3M CAT5E UTP GREEN,2.47,1.91,0,4K,FRK,N,0.22
FRK-IB5705,IB5705,PATCH CABLE 5M CAT5E UTP GREEN,3.37,2.59,0,4K,FRK,N,0.551
FRK-IB5800,IB5800,PATCHCORD CAT 5E UTP YEL 0.5M,0.79,0.53,0,4K,FRK,N,0.044
FRK-IB5801,IB5801,PATCH CABLE 1M CAT5E UTP YELLOW,1.08,0.82,0,4K,FRK,N,0.331
FRK-IB5802,IB5802,PATCH CABLE 2M CAT5E UTP YELLOW,1.59,1.23,0,4K,FRK,N,0.441
FRK-IB5803,IB5803,PATCH CABLE 3M CAT5E UTP YELLOW,2.24,1.72,0,4K,FRK,N,0.551
FRK-IB5805,IB5805,PATCH CABLE 5M CAT5E UTP YELLOW,3.37,2.59,0,4K,FRK,N,0.551
FRK-IB5901,IB5901,PATCH CABLE 1M CAT5E UTP BLACK,1.13,0.88,0,4K,FRK,N,0.882
FRK-IB5902,IB5902,PATCH CABLE 2M CAT5E UTP BLACK,1.78,1.37,0,4K,FRK,N,0.132
FRK-IB5903,IB5903,PATCH CABLE 3M CAT5E UTP BLACK,2.56,1.98,0,4K,FRK,N,0.198
FRK-IB5905,IB5905,PATCH CABLE 5M CAT5E UTP BLACK,3.57,2.74,0,4K,FRK,N,0.353
FRK-IB6001,IB6001,PATCH CABLE 1M CAT5E UTP GREY,1.01,0.77,0,4K,FRK,N,0.22
FRK-IB6002,IB6002,PATCH CABLE 2M CAT5E UTP GREY,1.47,1.14,0,4K,FRK,N,0.331
FRK-IB6003,IB6003,PATCH CABLE 3M CAT5E UTP GREY,2.2,1.69,0,4K,FRK,N,0.243
FRK-IB6005,IB6005,PATCH CABLE 5M CAT5E UTP GREY,3.16,2.43,0,4K,FRK,N,0.485
FRK-IB6102,IB6102,X-OVER PATCH CABLE 2M CAT5E UTP BLCK/RED,1.82,1.4,0,4K,FRK,N,1.543
FRK-IB6402,IB6402,PATCH CABLE 2M CAT5E UTP IVORY,1.63,1.26,0,4K,FRK,N,0.331
FRK-IB6403,IB6403,PATCH CABLE 3M CAT5E UTP IVORY,2.3,1.76,0,4K,FRK,N,0.331
FRK-IB6405,IB6405,PATCH CABLE 5M CAT5E UTP IVORY,3.36,2.57,0,4K,FRK,N,0.441
FRK-IB8000,IB8000,PATCHCORD CAT6 UTP GREY 0.5M,1.33,1.12,0,4K,FRK,N,0.331
FRK-IB8002,IB8002,PATCH CABLE 2M CAT6 UTP GREY,2.56,1.98,0,4K,FRK,N,0.176
FRK-IB8051,IB8051,PATCHCORD CAT6 UTP GREY 1.5M,1.93,1.63,0,4K,FRK,N,0.331
FRK-IK5501,IK5501,UTP C5E CL PATCH RD 1M,1.76,1.17,0,4K,FRK,N,0.22
FRK-IK5502,IK5502,UTP C5E CL PATCH RD 2M,2.29,1.5,0,4K,FRK,N,0.331
FRK-IK5503,IK5503,UTP C5E CL PATCH RD 3M,3.05,1.93,0,4K,FRK,N,0.441
FRK-IK5505,IK5505,UTP C5E CL PATCH RD 5M,4.08,2.69,0,4K,FRK,N,0.551
FRK-IK5601,IK5601,UTP C5E CL PATCH BU 1M,1.76,1.17,0,4K,FRK,N,0.22
FRK-IK5602,IK5602,UTP C5E CL PATCH BU 2M,2.29,1.5,0,4K,FRK,N,0.331
FRK-IK5603,IK5603,UTP C5E CL PATCH BU 3M,3.05,1.93,0,4K,FRK,N,0.441
FRK-IK5605,IK5605,UTP C5E CL PATCH BU 5M,4.08,2.69,0,4K,FRK,N,0.551
FRK-IK5701,IK5701,UTP C5E CL PATCH GN 1M,1.76,1.17,0,4K,FRK,N,0.22
FRK-IK5702,IK5702,UTP C5E CL PATCH GN 2M,2.29,1.5,0,4K,FRK,N,0.331
FRK-IK5703,IK5703,UTP C5E CL PATCH GN 3M,3.05,1.93,0,4K,FRK,N,0.441
FRK-IK5705,IK5705,UTP C5E CL PATCH GN 5M,4.08,2.69,0,4K,FRK,N,0.551
FRK-IK5801,IK5801,UTP C5E CL PATCH GL 1M,1.76,1.17,0,4K,FRK,N,0.22
FRK-IK5802,IK5802,UTP C5E CL PATCH GL 2M,2.29,1.5,0,4K,FRK,N,0.331
FRK-IK5803,IK5803,UTP C5E CL PATCH GL 3M,3.05,1.93,0,4K,FRK,N,0.441
FRK-IK5805,IK5805,UTP C5E CL PATCH 5M,4.08,2.69,0,4K,FRK,N,0.551
FRK-KW9020,KW9020,POE INJECTOR KPOE-100 15.4W,79.49,52.68,0,4K,FRK,N,1.323
FRK-LV9M3,LV9M3,"MDF CABLE - TELCO LEAD, 90DEGREE MALE TO",42.22,35.73,0,4K,FRK,N,1.323
FRK-RL7520,RL7520,LC/ST50/125 DUPLEX 20.00M,38.46,32.56,0,4K,FRK,N,0.353
FRK-RL7905,RL7905,LC/ST 9/125 DUPLEX 5.00M,17.68,14.96,0,4K,FRK,N,0.441
FRK-RL8502,RL8502,FIBER CABLE 2M LC-SC 50/125 OM2 DUPLEX,14.96,12.66,0,4K,FRK,N,0.066
FRK-RL8503,RL8503,LC/SC 50/125 DUPLEX 3.00M,15.95,13.49,0,4K,FRK,N,0.441
FRK-RL8505,RL8505,FIBER CABLE 5M LC-SC 50/125 OM2 DUPLEX,17.96,15.21,0,4K,FRK,N,0.11
FRK-RL8602,RL8602,CBL LC/SC 50/125 DUP OM3 2.00M,17.12,11.48,0,4K,FRK,N,0.331
FRK-RL9603,RL9603,FIBRE CABLE 3M LC-LC 50/125 MMD OM3 AQUA,21.34,18.05,0,4K,FRK,N,0.441
FRK-RL9605,RL9605,LC/LC 50/125 DUP.OM3 5.00M,23.57,19.94,0,4K,FRK,N,0.441
FRK-9905,RL9905,LC/LC 9/125 DUPLEX 5.00M,20.72,17.55,0,4K,FRK,N,0.441
FRK-SB2060,SB2060,USB EXTENDED OVERUTP,88.83,75.17,0,4K,FRK,N,0.22
FRK-SB2203,SB2203,3M USB 2.0 EXT CABLE A-M - A-F IVORY,2.3,1.76,0,4K,FRK,N,0.11
FRK-SB2205,SB2205,USB 2.0 EXT CABLE 5M A-M - A-F IVORY,3.05,2.34,0,4K,FRK,N,0.11
FRK-SB2230,SB2230,3M USB 2.0 EXT CABLE A-M - A-F BLACK,2.4,1.85,0,4K,FRK,N,0.551
FRK-SB2250,SB2250,5M USB 2.0 EXT CABLE A-M - A-F BLACK,3.59,2.76,0,4K,FRK,N,0.353
FRK-SB2401,SB2401,1M USB 2.0 CABLE A-M - B-M BLACK,1.18,0.76,0,4K,FRK,N,0.088
FRK-SB2402,SB2402,1.8M USB 2.0 CABLE A-M - B-M BLACK,1.18,0.92,181,4K,FRK,N,0.154
FRK-SB2403,SB2403,3M USB 2.0 CABLE A-M - B-M BLACK,2.05,1.58,90,4K,FRK,N,0.22
FRK-SB2405,SB2405,5M USB 2.0 CABLE A-M - B-M BLACK,2.9,2.22,0,4K,FRK,N,0.353
FRK-SB2412,SB2412,1.8M USB 2.0 CABLE A-M - MINI B5-M BLACK,3.25,2.5,97,4K,FRK,N,0.088
FRK-SB2413,SB2413,3M USB 2.0 CABLE A-M - MINI B5-M BLACK,3.92,3.02,0,4K,FRK,N,0.331
FRK-SB2432,SB2432,USB 2.0 CABLE 1.8M A-M - MINI B4-M BLACK,3.02,2.31,0,4K,FRK,N,0.11
FRK-SB2498,SB2498,2M USB 2.0 CABLE A-M - MICRO B-M BLACK,5.43,4.17,8,4K,FRK,N,0.11
FRK-SB2520,SB2520,1.8M USB 2.0 CABLE A-M - A-M BLACK,1.98,1.5,0,4K,FRK,N,0.176
FRK-SB4040,SB4040,USB 2.0 ADAPTER USB A-F - MINI B5-M,3.17,2.7,0,4K,FRK,N,0.11
FRK-TD5308,TD5308,3M TELEPHONE CABLE RJ11 - RJ45 BLACK,2.17,1.68,0,4K,FRK,N,0.11
HHP-4600358,46-00358,CHRGR BTRY LION (70- 72018),79.63,50.8,0,Honeywell Scanning & Mobi,HHA,N,0.22
HHP-4600526,46-00526,"PSU EU plug, 1.0A @ 5.2VDC",19.48,12.43,171,Honeywell Scanning & Mobi,HHA,N,0.22
HHP-4600867,46-00867,PROTECT WINDOW FOR 7820,18.64,11.89,27,Honeywell Scanning & Mobi,HHA,N,0.441
HHP-4600868,46-00868,STND PRESENT GREY 15CM FLEX SOLARIS,16.1,10.26,0,Honeywell Scanning & Mobi,HHA,N,1.323
HHP-4600869,46-00869,"C STND PRESENT GREY 7,5CM FLEX SOLARIS",16.1,10.26,0,Honeywell Scanning & Mobi,HHA,N,1.235
HHP-4600870,46-00870,"PSU UK PLUG 1.0A@5.2VDC, 90-25",19.48,12.43,27,Honeywell Scanning & Mobi,HHA,N,0.265
HHP-46008852,46-00885-2,C STND WALL-DESKT GREY WGHT VOYAGERGS,14.4,9.19,0,Honeywell Scanning & Mobi,HHA,N,0.595
HHP-4600911R,46-00911-R,WALL MOUNT ADAPTR KIT FOR GENESIS  7580,14.4,9.19,240,Honeywell Scanning & Mobi,HHA,N,0.353
HHP-4600913R,46-00913,STND WLLMNT  7580 GENESIS,19.48,12.43,0,Honeywell Scanning & Mobi,HHA,N,0.132
HHP-4601106R,46-01106-R,C MOUNTING PLATE SOLRARIS 7800,22.87,14.58,0,Honeywell Scanning & Mobi,HHA,N,0.044
HHP-4601210,46-01210,STND PRESENT-TRAY VUQUEST,51.68,32.97,12,Honeywell Scanning & Mobi,HHA,N,0.882
HHP-4646128,46-46128,STND PRESENT GREY 15CM RIGID VOYAGER/CG,9.32,5.93,7,Honeywell Scanning & Mobi,HHA,N,0.838
HHP-46461283,46-46128-3,STND PRESENT BLCK 15CM RIGID VOYAGER/CG,9.32,5.93,0,Honeywell Scanning & Mobi,HHA,N,0.816
HHP-4646351,46-46351,STND PRES GREY 15CM RIGID/HRD MNT,4.24,2.7,2,Honeywell Scanning & Mobi,HHA,N,0.066
HHP-4646433,46-46433,WALL MOUNT STND ECLIPSE / VOYAGER,8.47,5.4,8,Honeywell Scanning & Mobi,HHA,N,0.11
HHP-4646508,46-46508,WALL MOUNT STND VOYAGER 9520/40GRAY,13.55,8.65,6,Honeywell Scanning & Mobi,HHA,N,0.198
HHP-4646604,46-46604,O WINDOW STANDARD REPLACEMENT 76 25 St,41.97,26.78,2,Honeywell Scanning & Mobi,HHA,N,0.86
HHP-4646633,46-46633,STND DESKTOP 5145 ECLIPSE,11.86,7.57,1,Honeywell Scanning & Mobi,HHA,N,0.485
HHP-4646640,46-46640,PLUG USB  MS7600 HORIZON,5.08,3.24,1,Honeywell Scanning & Mobi,HHA,N,0.22
HHP-4646641,46-46641,STNLSS STEEL TRIM RING HORIZON,31.34,19.99,0,Honeywell Scanning & Mobi,HHA,N,0.97
HHP-4646758,46-46758,STND PRESENT GREY 8CM FLEX 5145 ECLIPSE,11.86,7.57,0,Honeywell Scanning & Mobi,HHA,N,0.353
HHP-46467583,46-46758-3,STND PRESENT BLCK  8CM FLEX 5145 ECLIPS,11.86,7.57,42,Honeywell Scanning & Mobi,HHA,N,0.353
HHP-4646814,46-46814,"C PSU UK plug, 1.5A @ 5.2VDC & 1.5A",31.34,19.99,0,Honeywell Scanning & Mobi,HHA,N,1.433
HHP-4800ISF031CE,4800ISF031CE,O4800I SF / ORANGE / GREEN LED SUPPORT,368.77,223.07,1,Honeywell Scanning & Mobi,HHS,Y,0.661
HHP-50102958001,50102958-001,STYLUS KIT W/TETHERS 3PACK,32.19,20.54,9,Honeywell Scanning & Mobi,HHA,N,0.044
HHP-50103951001FRU,50103951-001FRU,HNDSTRP KIT FOR 7800,12.71,8.1,0,Honeywell Scanning & Mobi,HHA,N,0.022
HHP-50104890001,50104890-001,C COVER CONNECTER DOLPHIN 99EXni ATEX,16.94,10.82,0,Honeywell Scanning & Mobi,HHA,N,0.022
HHP-50115252001,50115252-001,WALL CHRGR  CAPTUVO SL22 & SL42,33.04,21.08,2,Honeywell Scanning & Mobi,HHA,N,0.11
HHP-5100B011111E00,5100B011111E00,SCANPAL 5100 IMGR/28k/STD BTRY/ CE5.0,395.61,252.37,0,Honeywell Scanning & Mobi,HHP,Y,1.146
HHP-5100B011211E00,5100B011211E00,C SCANPAL 5100 IMGR/28k/EX BTRY/CE5.0,428.65,273.43,0,Honeywell Scanning & Mobi,HHP,Y,1.19
HHP-5100B021111E00,5100B021111E00,SCANPAL 5100  LSR/28k/STD BTRY/ CE5.0,354.1,225.88,6,Honeywell Scanning & Mobi,HHP,Y,1.146
HHP-5100B021211E00,5100B021211E00,C SCANPAL 5100  LSR/28k/EX BTRY/CE5.0,387.14,246.96,1,Honeywell Scanning & Mobi,HHP,Y,1.213
HHP-5100HB,5100-HB,HOMEBASE CHRG SCPL5100 w/USB CBL,63.53,40.53,5,Honeywell Scanning & Mobi,HHA,Y,0.97
HHP-5100SCRPRO,5100-SCRPRO,C SCRN PROTECT SCPL 5100 MINIMUM 10 PCS,5.08,3.24,5,Honeywell Scanning & Mobi,HHA,N,0.022
HHP-5100USB,5100-USB,CBL USB 5100 I/O I/F SCANPAL,29.65,18.91,0,Honeywell Scanning & Mobi,HHA,N,0.265
LXE-520L24S3,520L-24-S3,SCNR HEATER 24V W/CBL RETRACTOR 8500,481.17,306.94,9,Honeywell Scanning & Mobi,HHA,N,4.3
LXE-521L3648S3,521L-3648-S3,SCNR HEATER 36V-48V FOR 8500/ GRANIT,415.94,265.34,0,Honeywell Scanning & Mobi,HHA,N,3.25
HHP-5252511,52-52511,CBL CHECKPOINT EAS 0.6M (2')STRT,8.47,5.4,0,Honeywell Scanning & Mobi,HHA,N,0.022
HHP-52525573FR,52-52557-3-FR,"CBL SER DB9 5V STR 2,9M",8.47,5.4,51,Honeywell Scanning & Mobi,HHA,N,0.397
HHP-52525593FR,52-52559-3-FR,CBL USB TYPE A/5V EXT PWR /STR,8.47,5.4,1,Honeywell Scanning & Mobi,HHA,N,0.397
HHP-5252559N3FR,52-52559-N-3-FR,CBL USB TYPE-A 5V  2.9M(9.5') STR,8.47,5.4,63,Honeywell Scanning & Mobi,HHA,N,0.353
HHP-52525613FR,52-52561-3-FR,CBL USB TYPE-A 5V 2.9M STR EXT i/o,12.71,8.1,2,Honeywell Scanning & Mobi,HHA,N,0.463
HHP-52525623FR,52-52562-3-FR,CBL SER DB9/5V/STR/EXTI/o,12.71,8.1,0,Honeywell Scanning & Mobi,HHA,N,0.441
HHP-5252860A,52-52860A,CABLE RS232 CRADLE FOR OPTIMUS,21.69,13.84,55,Honeywell Scanning & Mobi,HHA,N,0.309
HHP-53530003,53-53000-3,CBL SER DB9F/5V EXT PWR/ CLD,8.47,5.4,25,Honeywell Scanning & Mobi,HHA,N,0.287
HHP-53530023,53-53002-3,CBL KBW 5V EXT PWR/ CLD,12.71,8.1,30,Honeywell Scanning & Mobi,HHA,N,0.397
HHP-5353002N3,53-53002-N-3,CBL KBW 5V HST PWR/ CLD,12.71,8.1,77,Honeywell Scanning & Mobi,HHA,N,0.375
HHP-5353004N3,53-53004-N-3,CBL SER AUX RJ45/HST PWR/ CLD 2.9M,12.71,8.1,0,Honeywell Scanning & Mobi,HHA,N,0.22
HHP-5353004N312,53-53004-N-3-12,C CBL SER AUX RJ45/HST PWR/ CLD 3.8M,12.71,8.1,10,Honeywell Scanning & Mobi,HHA,N,0.287
HHP-53531013,53-53101-3,C CBL SER /5V EXT PWR/CLD,12.71,8.1,0,Honeywell Scanning & Mobi,HHA,N,0.661
HHP-53531093,53-53109-3,CBL RS232  LSO COIL,12.71,8.1,2,Honeywell Scanning & Mobi,HHA,N,0.331
HHP-53531533,53-53153-3,CBL SER WINCOR DB9M 5V EXT PWR CLD,12.71,8.1,2,Honeywell Scanning & Mobi,HHA,N,0.309
HHP-5353213N3,53-53213-N-3,"CBL USB 12V LOCK/HST PWR/CLD 2,9M",23.72,15.13,0,Honeywell Scanning & Mobi,HHA,N,0.287
HHP-5353213N3FR,53-53213-N-3-FR,"C CBL USB 12V LOCK/HST PWR FER/CLD 2,9M",23.72,15.13,3,Honeywell Scanning & Mobi,HHA,N,0.309
HHP-53532353,53-53235-3,"C CBL USB /TYPE A/5V EXT PWR/CLD 2,9M",8.47,5.4,0,Honeywell Scanning & Mobi,HHA,N,0.265
HHP-5353235N3,53-53235-N-3,"CBL USB /TYPE A/HST PWR/CLD 2,9M",12.71,8.1,18,Honeywell Scanning & Mobi,HHA,N,0.265
HHP-5353235N3FR,53-53235-N-3-FR,"CBL USB /TYPE A/HST PWR FER/CLD 2,9M",8.47,5.4,0,Honeywell Scanning & Mobi,HHA,N,0.2
HHP-5353248NE3,53-53248-N-E-3,C CBL SER /HST PWR EAS/CLD 3M,12.71,8.1,0,Honeywell Scanning & Mobi,HHA,N,0.309
HHP-53536673,53-53667-3,CBL SER LSO/5V EXT PWR/CLD,12.71,8.1,0,Honeywell Scanning & Mobi,HHA,N,0.265
HHP-5353802N3,53-53802-N-3,"C CBL KBW/ HST PWR/CLD/2,9M",12.71,8.1,0,Honeywell Scanning & Mobi,HHA,N,0.375
HHP-5353809N3,53-53809-N-3,"CBL USB TYPE-A/HST PWR/CLD 2,9M",8.47,5.4,0,Honeywell Scanning & Mobi,HHA,N,0.265
HHP-5353813N3115,53-53813-N-3-11.5,"C CBL USB/12V LOCK/HXST PWR/CLD 3,5M",12.71,8.1,0,Honeywell Scanning & Mobi,HHA,N,0.353
HHP-54541653,54-54165-3,CBL USB/TYPE A/5V EXT PWR/STR,8.47,5.4,0,Honeywell Scanning & Mobi,HHA,N,0.243
HHP-55550003,55-55000-3,CABLE RS232 BLACK DB9 FEMALE 2 .9M C,8.47,5.4,1,Honeywell Scanning & Mobi,HHA,N,0.309
HHP-5555235N3,55-55235-N-3,"CBL USB TYPE A/HST PWR/STR/2,9M",8.47,5.4,30,Honeywell Scanning & Mobi,HHA,N,0.243
HHP-55552883,55-55288-3,CABLE RS232 EU 8 POS MODW/PWERCABLE BLAC,12.32,7.85,10,Honeywell Scanning & Mobi,HHA,N,0.176
HHP-5555809NE3,55-55809-N-E-3,C CBL USB TYPE A/ 2W PIGT/HST PWR EAS,12.71,8.1,0,Honeywell Scanning & Mobi,HHA,N,0.441
HHP-5757211N3,57-57211-N-3,CABLE INTERFACE STRATOSS IBM BLACK SHIEL,11.45,7.3,120,Honeywell Scanning & Mobi,HHA,N,0.331
HHP-5757000N3,57-57000-N-3,"CBL SER DB9F/NO PWR/STR 3,6M",12.71,8.1,0,Honeywell Scanning & Mobi,HHA,N,0.331
HHP-5757089N3,57-57089-N-3,"C CBL SER/NO PWR/STR/3,6M",8.47,5.4,0,Honeywell Scanning & Mobi,HHA,N,0.287
HHP-5757090N3,57-57090-N-3,C CBL USB/12V LOCK/NO PWR FR,23.72,15.13,4,Honeywell Scanning & Mobi,HHA,N,0.397
HHP-57570993,57-57099-3,"CBL SER AUX 10P RJ45 HST PWR/STR/2,9M",8.47,5.4,0,Honeywell Scanning & Mobi,HHA,N,0.22
HHP-5757099312,57-57099-3-12,"CBL SER AUX 10P RJ45 HST PWR/STR/3,7M",8.47,5.4,0,Honeywell Scanning & Mobi,HHA,N,0.331
HHP-5757201N3,57-57201-N-3,CBL USB TYPE A/ NO PWR FER/STR 4M,8.47,5.4,10,Honeywell Scanning & Mobi,HHA,N,0.309
